id ,image,caption
280,https://drive.google.com/file/d/17K1m1_ZV8uHOUWzikQnaqnaqz-QodJ84/view?usp=drive_link,"“Average temperature anomaly (June–August, 2008–2019) by prefecture.” Displays long-term summer temperature anomalies, with the Tohoku region showing notably higher-than-average warming relative to the 1980–2010 baseline."
281,https://drive.google.com/file/d/1Lv6j_4h0VTjtqFwRYSYFm4v4TfE4fX_D/view?usp=drive_link,"Average percentage of elderly population by prefecture (2008–2019).” Shows spatial variation in population aging across Japan, with rural regions such as Tohoku and Shikoku having higher concentrations of elderly residents."
282,https://drive.google.com/file/d/1tgiYPMJuxznKD9V8dXlaD_CfoGezRmLv/view?usp=drive_link,“Posterior mean of spatio-temporal interaction (2008–2019).” Estimates the deviation of prefecture-specific heatstroke mortality trends from the national average trend. Red-shaded prefectures show faster increases in risk over time.
283,https://drive.google.com/file/d/1R-_klWJRdlH1SmNkDm63p8LYz1R1rt_C/view?usp=drive_link,"“Posterior probability of spatio-temporal interaction (2008–2019).” Shows statistical confidence in the trends from Figure 4a. Blue/purple areas indicate low certainty in trend deviations, while red areas reflect higher probability of significant local trend change."
284,https://drive.google.com/file/d/1yf6CMHSVCVo7oga4SKY0NqcpJ4oT9-dc/view?usp=drive_link,"Different types of urbanization effect (UE) for the six drought metrics using a 100 km urban–rural buffer threshold. Blue, orange and red bars represent the stations and/or cities with statistically significant negative UE, statistically significant positive UE and insignificant UE, respectively"
285,https://drive.google.com/file/d/1dHUZXdmPzYN_vx0cMdXPxzseCbJ6_8DP/view?usp=drive_link,"Global distribution of peak point temperatures for the precipitation–temperature (PT) scaling curve (left) and streamflow–temperature (QT) scaling curve (right) across 7,239 catchments. These peak points represent the temperature at which extreme precipitation or streamflow events reach their maximum intensity."
286,https://drive.google.com/file/d/1ESS6AiEwj24sAmL_uB_Wk6fRBKWXv8Ut/view?usp=drive_link,"Comparison of peak temperatures from the PT and QT scaling curves for catchments dominated by four different flood types: intense rainfall-induced (IR-MF), excessive soil moisture-induced (ES-MF), snowmelt-induced (SM-MF), and rain-on-snow-induced (RS-MF). Panels show correlation strength between the two peak points depending on the dominance of each flood type."
287,https://drive.google.com/file/d/1Rm9sjy7_qzUff0dAVo173QlbnmnBlKME/view?usp=drive_link,"Regional glacier mass changes from 2000 to 2019 across 19 RGI regions. Disk areas represent mass loss, split by land- (grey) and marine-terminating (blue) glaciers. Annual elevation change rates and data coverage are shown in time bars below each disk. Regions 2, 5, 9, and 17 are further divided to highlight regional contrasts."
288,https://drive.google.com/file/d/137YS-se_synUj1iiwf1EgSfDwl1gqwH9/view?usp=drive_link,"Mean glacier elevation change rates from 2000 to 2019, shown for tiles scaled by glacierized area. Tile size and shape vary by latitude to represent ~10,000 km². Color indicates elevation change; grey marks low data coverage or high uncertainty."
289,https://drive.google.com/file/d/1_VjLFDdAyDwgJjPfEc47R5KhElVmL47L/view?usp=drive_link,"Comparison to previous global estimates. Regional and global specific-mass change rates with 95% confidence intervals. a, Estimates from earlier studies5,19–21 (coloured) and from this study (black) over the corresponding time periods. b, Global estimates from earlier studies, and annual and 5-year rates from this study. Annual rates from earlier studies are not shown owing to large uncertainties. Uncertainties from this study are conservative, in particular for regions with most negative specific rates"
